date,critical_staffing_shortage_anticipated_within_week_yes,hospital_onset_covid,inpatient_beds_used_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid,adult_icu_bed_covid_utilization_utilization,deaths_covid
2022-06-12,0.12783673469387755,10.854983771026395,239.87561017557314,228.364463136888,0.04294536053474073,1.3663542543827845
2022-06-13,0.14350590372388738,10.878715676791142,277.46902745429884,265.5736650261962,0.04388399501226821,1.9255885506772872
2022-06-14,0.14226093268009435,11.332555725597299,282.30831949130425,269.8402472813435,0.0450714693352091,1.897237849734838
2022-06-15,0.1401533692282591,13.363739256502113,248.17927821225578,237.02883926507403,0.04461536428392076,2.476681761742874
2022-06-16,0.13425774877650898,11.485656393192711,246.27804577827683,235.11348010791045,0.044630956622721936,1.5320908679397134
2022-06-17,0.136986301369863,11.000491169843784,245.2712532664826,233.44202006570296,0.04415008122135792,1.6448875658404356
2022-06-18,0.12901647365845703,10.981016919412648,238.67096341597306,226.53359375420342,0.04366527285801795,1.8698786619926113
2022-06-19,0.12854812398042414,10.964151949607476,243.84465130178535,232.15938967461304,0.04470118881867838,1.4512198521141568
2022-06-20,0.1444121915820029,12.086574151730543,283.00080620761656,270.2545353984007,0.04685436867305974,2.9204418047328566
2022-06-21,0.14314259763851045,10.430411357795608,283.96172085110686,269.9097091898684,0.04656445955999575,1.8189209384205764
2022-06-22,0.13998693237504084,10.887917677136096,252.8399685273022,240.2863322313524,0.04608410979602116,1.747645784192935
2022-06-23,0.1363710599379389,11.364163597508279,254.48903307370608,241.33131619994117,0.0454317467859877,1.6098191904162182
2022-06-24,0.13539114813000164,11.43106729188655,254.49051522810453,242.618175061752,0.046193712155265874,1.8863472092587792
2022-06-25,0.12998040496407576,11.503522644833621,254.12172873993535,241.63595463671302,0.04495682601349104,1.7872300169137028
2022-06-26,0.12988073844143114,11.336082263162524,258.00243060458666,246.2720168647429,0.046157758089986886,1.484150140480025
2022-06-27,0.14194838240639768,11.164143922486831,299.98847886868043,286.85387737810373,0.04769257390818214,1.957397874015463
2022-06-28,0.1429090909090909,11.615744487091717,307.05070041977916,294.16390098284467,0.048758830000132536,1.7232828338659307
2022-06-29,0.14024190912062764,14.996610292981046,269.4076579368045,256.99009230944756,0.04891003505812268,1.6016035292277202
2022-06-30,0.13667537557152187,13.325035413279602,266.52754280863024,254.30752707672673,0.048963945569270084,1.5868239373930375
2022-07-01,0.13634879163945135,18.486323861308026,267.4813180161823,255.49340723363028,0.05050664977834072,1.8424599436203188
2022-07-02,0.12869508410909686,14.65583763885069,265.1131359723722,253.194715386783,0.05047171694322098,1.315160435383323
2022-07-03,0.12990196078431374,15.002319774145397,267.9779073954591,255.97203123718396,0.051118767679746886,2.2753419619218698
2022-07-04,0.14041780199818346,14.618716033758696,308.1149442218953,294.6360393910431,0.052681103896976784,1.6376249634139965
2022-07-05,0.1410373066424022,12.852929578164673,324.2985078500002,312.37011800839804,0.05536202368830055,2.1808115957691374
