date,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,inpatient_beds,inpatient_beds_used,inpatient_beds_used_covid,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_suspected,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_suspected,staffed_adult_icu_bed_occupancy,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_covid,total_staffed_adult_icu_beds,inpatient_beds_utilization_utilization,percent_of_inpatients_with_covid_utilization,inpatient_bed_covid_utilization_utilization,adult_icu_bed_covid_utilization_utilization,adult_icu_bed_utilization_utilization,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_60-69,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_80+,previous_day_admission_adult_covid_suspected_unknown,deaths_covid,all_pediatric_inpatient_bed_occupied,all_pediatric_inpatient_beds,staffed_pediatric_icu_bed_occupancy,total_staffed_pediatric_icu_beds
2020-03-28,0.0,0.0007763975155279503,0.9999993967388912,0.0,0.0007763975155279503,0.9999993967388912,3.506829573934837,5469.783126399926,2927.1370233000575,520.5531351400955,28.83867378347358,52.068726883283865,-7.699072196620584,-25.615990686214293,121.48009567034816,25.38692249443171,29.11200614259815,259.5343583694203,147.10963627537626,7.795997196827265,4.119780928150836,211.90353432799014,0.5147303556150795,0.17672093494561913,0.09351740401385443,0.18736785036595285,0.6403184982071293,0.08987347943264049,0.605925600028135,1.1082249311340142,1.4111659693295857,1.9427895674758557,2.986664572958347,2.4975119362051483,2.764986193131134,0.4168407164075699,1.1771984971581588,3.13809689348066,1.6079115230857566,1.3647688487881868,2.2468850367926274,2.495485169228866,2.9956389647270876,3.082520239326173,7.262577085505554,6.869050873938091,179.7676291125496,527.5657247513703,41.440876939010536,76.69371162951556
2020-03-29,0.0,0.0006226650062266501,0.9999996120468756,0.0,0.0006226650062266501,0.9999996120468756,3.97272013039022,5584.200081378115,2885.3032928361386,539.2738851452606,27.140210336501266,52.695823741785226,-6.270076369656562,-20.66074212945353,125.27526903450241,25.64421143972009,26.87606507184341,251.11085263018592,139.9695823531677,6.116115090695126,3.74285176162774,236.7612634019069,0.5273556956426273,0.17076888194689374,0.09147500561773869,0.1824687800192123,0.6202141087373195,0.09034273217214715,0.7524391386748072,1.0130997145229976,1.429518482688326,2.0301061759894843,3.103829384232727,3.0606783128585975,2.730354882510032,0.8789740311841403,1.148546536318088,3.0717653098131525,1.7872878832661923,1.681226610561593,3.0311699202473106,3.5631327701227384,3.891350903181875,3.7235800491441955,6.777545100898912,5.528160622076357,181.96850552205254,535.8291181189278,38.00057384056427,63.99132197204094
2020-03-30,0.0,0.00046904315196998124,0.9999997798953314,0.0,0.00046904315196998124,0.9999997798953314,3.4400616101647565,6006.318835578322,3081.9000313507854,552.9499956967852,21.60198827357916,37.82641957109244,-3.1320213425652548,-9.807697427530046,134.08202404981884,28.946432948409583,27.578694917058634,235.13189969317585,135.6410703194566,4.800074793385586,3.4057620505833333,243.9194412256567,0.5447558376318271,0.20299008780416566,0.10568754499640029,0.1919931407466033,0.6259187456059994,0.10897726103541458,0.745866739914395,1.06798869752208,1.6314344962427034,2.158392922135706,3.1721310705698897,3.7208360252311663,3.0732039637241466,1.191459555595897,0.518450054131758,2.0153149011761657,1.7503372421016619,2.0917280805612117,2.6395072740543277,3.546374167170251,3.9891656227686174,3.20857620070102,3.163898563397215,9.101222860017963,290.8840056990455,782.6110382476837,72.99683683214458,171.46215786244045
2020-03-31,0.0,0.00040306328093510683,0.9999998374745099,0.0,0.00040306328093510683,0.9999998374745099,4.773634939753329,6156.061474499503,3326.1448425054878,613.4699414041854,33.18793167399221,33.33823810237631,-2.003785363975786,-7.354294462217797,163.63631978288132,41.06046108560944,39.24590137672024,271.7685377793134,192.858858805221,6.8831224209022945,4.024465821022696,277.74337575366366,0.5709722196965564,0.24321162252507073,0.1326735339662021,0.17575101143639899,0.575710691234157,0.2173718896444607,1.464676969820938,1.9742696632102992,2.335064866082535,3.844011469268765,5.743586733195021,5.92323802734164,5.4349238162596105,1.5491768189245125,0.5879768672066583,1.9985297054039344,2.0986747202103255,2.239603871451144,3.058241445469302,4.009273236631341,4.415866007710893,3.427776157965188,3.207501456841664,10.683528793720505,331.62769990981,724.346119400831,81.51071407054971,182.5816326734856
2020-04-01,0.0,0.00034211426616489907,0.9999998829177872,0.0,0.00034211426616489907,0.9999998829177872,8.201886083082766,6296.5505164197475,3299.1587700726295,607.3637528719916,26.090543399142867,27.099287243930437,-0.43332051698263363,-2.979770999276267,202.04635308918884,54.91195114870172,48.00513443752407,226.4335516227403,158.3798885540013,6.2316004634208975,2.5391086121791173,320.56958964812634,0.5545384331829591,0.21714311602410186,0.11931741108167011,0.18052426224102874,0.6358723734068205,0.31184017585538065,1.7472436020882707,2.4285814971891657,2.851067354391904,4.069617767217038,5.595641550574848,5.5071525608774925,4.28259494141056,0.644065581803443,0.26481785683123704,1.5777165933059247,2.1625584679712984,2.233808452095118,2.6027561964465655,3.9653559981977144,3.9281647265460444,2.776287567712633,1.534364027797344,14.746292244360495,289.7870945766629,717.6645918866258,90.85975903268012,205.78928654860064
2020-04-02,0.0,0.00032362459546925567,0.999999895233227,0.0,0.00032362459546925567,0.999999895233227,8.261068964444332,6343.7435702281755,3413.114537765982,632.5320203337977,32.30631267197252,26.44754129885765,0.6175692297231564,-0.689831549714885,218.03251994669975,68.21677330596121,58.78897411470499,270.3798496514967,197.03484330814314,8.191049747334118,3.5567421344647623,397.0567005965213,0.5511891057355053,0.2199404011099899,0.11989664905666386,0.19829424307036247,0.6313188093140084,0.30408645858765687,2.320683168465462,2.4698140547423932,3.6076504633525968,4.553286085055615,6.146959526147144,6.798379439527642,5.414242481582631,1.16191003992568,0.312042297037744,1.680699970962898,2.080700594500744,1.9918509995627478,2.8301157161130956,4.118027135755509,4.077850382484753,2.7391048017919815,2.1577863502055323,15.913781673555386,279.93073896557405,728.8442903057564,84.5238268026307,204.73341887443405
2020-04-03,0.0,0.00029342723004694836,0.9999999138751967,0.0,0.00029342723004694836,0.9999999138751967,8.193025992284833,6325.979141120142,3350.308731646359,655.1082332177169,27.907374837490877,27.89581211610205,0.6140351064181006,0.12953128959439086,218.5356938837832,67.72979017134749,61.15001651659604,252.62949746787046,170.7861778262557,8.169844328718819,3.5765334396064605,398.0352970837168,0.5466785785041174,0.22931617777984223,0.12429570924400966,0.19505108160648552,0.6239459325396826,0.21952432153418597,1.9450963100495438,2.0209959505521757,3.0151428383329515,3.9781910971401713,5.549734860265469,6.264675994544597,4.760721254104675,0.8258465921460543,0.3876745321170008,2.0651569456425176,2.2427642580984197,2.485588579089863,3.1278598230826016,4.337814704732772,4.686778622596345,3.2519913776311635,2.594148049601376,18.773684446090193,314.8326332535522,822.0935440424253,99.06894450650252,236.56393617147975
2020-04-04,0.0,0.0,1.0,0.0,0.0,1.0,7.957172434721809,6414.046756270028,3308.7963998496416,664.3240801313337,26.530696396603645,27.01438294012013,0.43627091176779004,-0.05033666401155634,227.5532820535776,67.63568986359033,58.72000068822678,248.76595884051488,175.7061270507815,7.747630287846018,3.5102499534741987,379.6142924280982,0.5328932835625311,0.2400851892029864,0.12715819845396614,0.1871029797807747,0.620492307072254,0.2461467016434855,1.848291759784242,2.12702309341692,2.9463238502609714,4.144573128316465,5.523027522953371,5.777428632027455,4.5698406163860374,0.6319404191866853,0.3752539908734051,2.2219738126708313,2.4206898932448984,2.5691293106088384,3.0433613424783266,4.78203742811959,4.820504097086152,3.219068438319979,2.1684038626160396,22.754300826428498,288.3327372482146,768.0796823368264,93.12203508150462,224.1092261414178
2020-04-05,0.0,0.0,1.0,0.0,0.0,1.0,7.883488015680894,6469.385389885244,3371.397285054165,674.9125855130454,27.96010267035999,27.43989437228447,0.5707033096778829,-0.38826413324382525,222.54042823191344,68.45304403817595,59.557951564403176,244.27269982285233,167.37791449095138,8.072885097518663,3.9072926033053026,393.872142090442,0.5281495216085224,0.2367298255725527,0.12530831265029033,0.19818563109704723,0.6377737397201251,0.2660196618070237,1.8680768498036844,2.122801023507324,2.7151796718914296,4.052960850763399,5.729308687808394,6.428162244889654,4.912628054280418,0.7832540738917244,0.24438815419094762,1.7846930275753004,2.0681346036958987,2.188033225697683,2.769820838820004,4.6095242285473095,4.372562529842135,3.373478203529741,2.304106527137755,17.489830767511037,312.52593952354846,835.5820268083004,102.61725342699953,250.38461300233516
2020-04-06,0.0,0.0,1.0,0.0,0.0,1.0,8.52067698547115,6663.16030543035,3468.1977339700766,706.9894841957017,28.18561081452079,28.73898818292097,0.13375558733010634,-0.7777812051390498,221.73957376988642,61.09707435472154,56.77546994727012,242.01043675297493,172.5707100243077,7.678912309836038,4.942590764711205,408.7678066782115,0.5316689977180235,0.23645178852577214,0.12636237198128714,0.18152058941532628,0.6420257541975702,0.23953933752350964,1.5926164739121331,2.3238349532307256,2.9365895717326813,4.50289353164206,6.628671457581971,6.3512419912888065,5.71459570187226,1.1100892418843438,0.27483388663690156,1.943138505027964,2.7057639265274447,2.6811590425618377,3.4291758691823704,5.3519900537443155,4.99553730960639,3.7839965327483815,3.07955336774591,17.570797232566015,253.19155030302952,717.5841697919992,77.02558385978625,205.1259628537827
